id,categorie,sous_categorie,difficulte,question,choix_a,choix_b,choix_c,choix_d,bonne_reponse,explication,reference,statut_revision,tags
DRAFT-0620,"Microbiologie, infectiologie et vaccination",Triage infectieux,facile,Quel rappel est utile pour maîtriser infection virale ?,elle ne justifie pas automatiquement une antibiothérapie,elle impose toujours une pénicilline,elle est toujours bactérienne,elle se confirme par la couleur des symptômes,A,elle ne justifie pas automatiquement une antibiothérapie. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,triage infectieux,infection virale"
DRAFT-0621,"Microbiologie, infectiologie et vaccination",Vaccins,difficile,Quel énoncé est correct concernant vaccination ?,elle est une antibiothérapie curative,elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,D,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0622,"Microbiologie, infectiologie et vaccination",Vaccins,moyen,"Dans une situation d'examen, quel point faut-il retenir à propos de vaccination ?",elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,elle est une antibiothérapie curative,C,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0623,"Microbiologie, infectiologie et vaccination",Vaccins,facile,Quelle proposition correspond le mieux à vaccination ?,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,elle est une antibiothérapie curative,elle remplace toute mesure d'hygiène,B,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0624,"Microbiologie, infectiologie et vaccination",Vaccins,facile,Quel élément est prioritaire lorsque l'on évalue vaccination ?,elle vise à induire une réponse immunitaire protectrice,elle est une antibiothérapie curative,elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,A,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0625,"Microbiologie, infectiologie et vaccination",Vaccins,moyen,Quelle affirmation est la plus juste au sujet de vaccination ?,elle est une antibiothérapie curative,elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,D,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0626,"Microbiologie, infectiologie et vaccination",Vaccins,difficile,"Pour une révision rapide, quelle réponse décrit correctement vaccination ?",elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,elle est une antibiothérapie curative,C,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0627,"Microbiologie, infectiologie et vaccination",Vaccins,moyen,Quel choix serait attendu pour une question centrée sur vaccination ?,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,elle est une antibiothérapie curative,elle remplace toute mesure d'hygiène,B,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0628,"Microbiologie, infectiologie et vaccination",Vaccins,facile,Quelle notion est associée de façon pertinente à vaccination ?,elle vise à induire une réponse immunitaire protectrice,elle est une antibiothérapie curative,elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,A,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0629,"Microbiologie, infectiologie et vaccination",Vaccins,facile,Quelle réponse doit être privilégiée concernant vaccination ?,elle est une antibiothérapie curative,elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,D,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0630,"Microbiologie, infectiologie et vaccination",Vaccins,moyen,Quel rappel est utile pour maîtriser vaccination ?,elle remplace toute mesure d'hygiène,elle agit par dissolution des bactéries,elle vise à induire une réponse immunitaire protectrice,elle est une antibiothérapie curative,C,elle vise à induire une réponse immunitaire protectrice. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,vaccins,vaccination"
DRAFT-0631,"Microbiologie, infectiologie et vaccination",Conservation,moyen,Quel énoncé est correct concernant chaîne du froid vaccinale ?,elle est uniquement esthétique,elle protège la qualité des vaccins thermosensibles,elle est facultative pour tous les vaccins,elle sert à accélérer l'injection,B,elle protège la qualité des vaccins thermosensibles. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,conservation,chaîne du froid vaccinale"
DRAFT-0632,"Microbiologie, infectiologie et vaccination",Conservation,facile,"Dans une situation d'examen, quel point faut-il retenir à propos de chaîne du froid vaccinale ?",elle protège la qualité des vaccins thermosensibles,elle est facultative pour tous les vaccins,elle sert à accélérer l'injection,elle est uniquement esthétique,A,elle protège la qualité des vaccins thermosensibles. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,conservation,chaîne du froid vaccinale"
DRAFT-0633,"Microbiologie, infectiologie et vaccination",Conservation,facile,Quelle proposition correspond le mieux à chaîne du froid vaccinale ?,elle est facultative pour tous les vaccins,elle sert à accélérer l'injection,elle est uniquement esthétique,elle protège la qualité des vaccins thermosensibles,D,elle protège la qualité des vaccins thermosensibles. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,conservation,chaîne du froid vaccinale"
DRAFT-0634,"Microbiologie, infectiologie et vaccination",Conservation,moyen,Quel élément est prioritaire lorsque l'on évalue chaîne du froid vaccinale ?,elle sert à accélérer l'injection,elle est uniquement esthétique,elle protège la qualité des vaccins thermosensibles,elle est facultative pour tous les vaccins,C,elle protège la qualité des vaccins thermosensibles. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,conservation,chaîne du froid vaccinale"
DRAFT-0635,"Microbiologie, infectiologie et vaccination",Conservation,difficile,Quelle affirmation est la plus juste au sujet de chaîne du froid vaccinale ?,elle est uniquement esthétique,elle protège la qualité des vaccins thermosensibles,elle est facultative pour tous les vaccins,elle sert à accélérer l'injection,B,elle protège la qualité des vaccins thermosensibles. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,conservation,chaîne du froid vaccinale"
DRAFT-0636,"Microbiologie, infectiologie et vaccination",Conservation,moyen,"Pour une révision rapide, quelle réponse décrit correctement chaîne du froid vaccinale ?",elle protège la qualité des vaccins thermosensibles,elle est facultative pour tous les vaccins,elle sert à accélérer l'injection,elle est uniquement esthétique,A,elle protège la qualité des vaccins thermosensibles. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence clinique à vérifier: microbiologie, infectiologie et recommandations vaccinales suisses",a_verifier,"généré,conservation,chaîne du froid vaccinale"
